,mark,price,produced_year,imported_year,type,hurd,hodolguur,distance_num,motor_vol
997,Toyota Alphard,35.0,2011,2021,Гэр бүлийн,False,Бензин,21000.0,2.0
998,Toyota Harrier,62.0,2015,2024,Жийп,False,Хайбрид,71000.0,2.0
999,Lexus RX,75.0,2012,2023,Жийп,False,Бензин,174000.0,3.0
1000,Toyota Prius 40,31.5,2015,2024,Суудлын тэрэг,False,Хайбрид,97870.0,1.0
1001,Mitsubishi Delica,23.0,2010,2020,Гэр бүлийн,True,Бензин,66000.0,2.0
1002,Toyota Prius 40,29.2,2014,2024,Гэр бүлийн,False,Хайбрид,127000.0,1.0
1003,Toyota Highlander,33.0,2008,2017,Жийп,True,Бензин,120000.0,3.0
1004,Toyota Alphard,68.0,2015,2024,Гэр бүлийн,False,Бензин,130000.0,2.0
1005,Toyota Sai,22.8,2010,2022,Суудлын тэрэг,False,Бензин,111111.0,2.0
1006,Toyota Harrier,36.0,2007,2022,Жийп,False,Бензин,131500.0,2.0
1007,Toyota Бусад,39.0,2014,2024,Суудлын тэрэг,False,Бензин,131000.0,2.0
1008,Toyota Crown,34.5,2013,2021,Суудлын тэрэг,False,Хайбрид,150000.0,2.0
1009,Mercedes-Benz E-Class,55.0,2015,2022,Суудлын тэрэг,True,Бензин,159000.0,3.0
1010,Toyota Prius 40,26.8,2014,2022,Суудлын тэрэг,False,Хайбрид,200000.0,1.0
1011,Toyota Camry,34.5,2014,2024,Суудлын тэрэг,False,Хайбрид,70000.0,2.0
1012,Toyota Vellfire,70.0,2016,2021,Гэр бүлийн,False,Хайбрид,119000.0,2.0
1013,Toyota Prius 30,15.0,2012,2017,Суудлын тэрэг,False,Бензин,333333.0,1.0
1014,Toyota Prius 30,15.0,2012,2019,Суудлын тэрэг,False,Бензин,160000.0,1.0
1015,Mazda Bongo,5.2,2003,2018,Гэр бүлийн,False,Дизель,12345.0,2.0
1016,Toyota Prius 20,14.5,2005,2020,Суудлын тэрэг,False,Хайбрид,260000.0,1.0
1017,Toyota Prius 40,27.0,2015,2019,Суудлын тэрэг,False,Хайбрид,120000.0,1.0
1018,Jeep Cherokee,47.0,2014,2024,Жийп,False,Бензин,105907.0,3.0
1019,Toyota Prius 50,32.5,2016,2022,Суудлын тэрэг,False,Хайбрид,98000.0,1.0
1020,Toyota Prius 30,32.5,2012,2024,Суудлын тэрэг,True,Хайбрид,233333.0,1.0
1021,Hyundai Starex,21.0,2010,2023,Гэр бүлийн,True,Дизель,200000.0,2.0
1022,Toyota Land Cruiser 105,85.0,2007,2007,Жийп,True,Бензин,153052.0,4.0
1023,Toyota Land Cruiser 200,196.0,2016,2016,Жийп,True,Бензин,50000.0,4.0
1024,Toyota Prius 30,14.3,2010,2017,Суудлын тэрэг,False,Бензин,210000.0,1.0
1025,Toyota Hilux,95.0,2019,2023,Жийп,False,Дизель,77000.0,2.0
1026,Toyota Prius 30,23.0,2012,2024,Суудлын тэрэг,False,Хайбрид,140000.0,1.0
1027,BYD Бусад,70.0,2023,2023,Суудлын тэрэг,True,Хайбрид,3700.0,1.0
1028,Toyota Prius 40,34.6,2018,2024,Суудлын тэрэг,False,Хайбрид,108000.0,1.0
1029,Toyota Harrier,31.0,2009,2019,Гэр бүлийн,False,Бензин,165000.0,2.0
1030,Toyota Prius 30,18.0,2010,2019,Суудлын тэрэг,False,Хайбрид,190000.0,1.0
1031,Toyota Alphard,46.0,2013,2024,Гэр бүлийн,False,Хайбрид,165000.0,2.0
1032,Toyota Prius 40,22.8,2012,2020,Суудлын тэрэг,False,Хайбрид,200000.0,1.0
1033,Toyota Alphard,42.0,2014,2023,Гэр бүлийн,False,Бензин,255000.0,2.0
1034,Автомашин Бусад,250.0,2011,2017,Суудлын тэрэг,True,Бензин,15000.0,3.0
1035,Toyota Prius 50,29.5,2016,2024,Суудлын тэрэг,False,Хайбрид,105000.0,1.0
1036,Toyota Prius 20,22.5,2008,2024,Суудлын тэрэг,False,Хайбрид,260000.0,1.0
1037,Toyota Crown,24.5,2010,2020,Суудлын тэрэг,False,Бензин,180000.0,2.0
1038,Toyota Land Cruiser Prado,39.0,2004,2013,Жийп,False,Бензин,160000.0,2.0
1039,Toyota Prius 40,25.5,2013,2021,Суудлын тэрэг,False,Хайбрид,178000.0,1.0
1040,Lexus RX,65.0,2010,2023,Жийп,False,Хайбрид,113000.0,3.0
1041,Kia Cadenza/K7,9.5,2011,2015,Суудлын тэрэг,True,Бензин,1000.0,2.0
1042,Toyota Prius 30,24.9,2012,2024,Суудлын тэрэг,False,Хайбрид,111111.0,1.0
1043,Toyota Prius 30,19.5,2012,2022,Суудлын тэрэг,False,Хайбрид,123456.0,1.0
1044,Toyota Land Cruiser Prado,38.0,2003,2013,Жийп,False,Бензин,150000.0,3.0
1045,Toyota Land Cruiser Prado,85.0,2011,2024,Жийп,False,Бензин,87000.0,2.0
1046,Lexus RX,57.0,2011,2023,Жийп,False,Хайбрид,115000.0,3.0
1047,Lexus LX,185.0,2017,2024,Жийп,False,Бензин,149000.0,5.0
1048,Toyota Prius 30,14.5,2010,2018,Суудлын тэрэг,False,Бензин,16000.0,1.0
1049,Toyota Aqua,12.0,2014,2019,Суудлын тэрэг,False,Хайбрид,20000.0,1.0
1050,Toyota Crown,78.0,2018,2024,Суудлын тэрэг,False,Хайбрид,140000.0,2.0
1051,Toyota Aqua,16.0,2012,2023,Суудлын тэрэг,False,Хайбрид,24115.0,1.0
1052,Toyota Prius 30,20.0,2013,2019,Суудлын тэрэг,False,Хайбрид,200000.0,1.0
1053,Toyota Prius 40,37.5,2015,2024,Гэр бүлийн,False,Хайбрид,105000.0,1.0
1054,Toyota Mark,8.8,2004,2014,Суудлын тэрэг,False,Бензин,111000.0,2.0
1055,Toyota Prius 30,21.5,2010,2024,Суудлын тэрэг,False,Бензин,1700000.0,1.0
1056,Toyota Harrier,56.6,2015,2024,Жийп,False,Хайбрид,188000.0,2.0
1057,Toyota Camry,51.9,2017,2023,Суудлын тэрэг,False,Хайбрид,142000.0,2.0
1058,Toyota Camry,34.0,2012,2023,Суудлын тэрэг,True,Хайбрид,90000.0,2.0
1059,Toyota Crown,29.0,2013,2018,Суудлын тэрэг,False,Хайбрид,210000.0,2.0
1060,Toyota Mark,16.5,2011,2017,Суудлын тэрэг,False,Бензин,235467.0,2.0
1061,Toyota Prius 40,27.8,2012,2024,Суудлын тэрэг,False,Бензин,114000.0,
1062,Toyota Prius 30,25.0,2012,2024,Суудлын тэрэг,False,Хайбрид,100000.0,
1063,Toyota Ist,15.0,2009,2018,Суудлын тэрэг,False,Бензин,50000.0,1.0
1064,Toyota Prius 20,12.3,2007,2017,Суудлын тэрэг,False,Хайбрид,198000.0,1.0
1065,Toyota Land Cruiser 100,45.0,2004,2013,Жийп,True,Дизель,200000.0,4.0
1066,Toyota Camry,22.0,2013,2019,Суудлын тэрэг,False,Хайбрид,92192.0,2.0
1067,Mitsubishi Outlander,34.8,2014,2024,Жийп,False,Цахилгаан,146000.0,2.0
1068,Toyota Prius 30,16.8,2010,2017,Суудлын тэрэг,False,Хайбрид,190000.0,1.0
1069,Toyota Harrier,29.0,2006,2018,Жийп,False,Хайбрид,190000.0,3.0
1070,Toyota Passo,11.5,2012,2022,Суудлын тэрэг,False,Бензин,160000.0,1.0
1071,Toyota Prius 55,35.0,2016,2024,Суудлын тэрэг,False,Хайбрид,199000.0,1.0
1072,Toyota Vanguard,28.0,2010,2020,Суудлын тэрэг,False,Бензин,210000.0,2.0
1073,Toyota Prius 30,14.5,2011,2017,Суудлын тэрэг,False,Бензин,10000.0,1.0
1074,Lexus CT,27.5,2011,2024,Суудлын тэрэг,False,Хайбрид,200000.0,1.0
1075,Toyota Harrier,33.0,2010,2020,Жийп,False,Бензин,190000.0,2.0
1076,Toyota Harrier,43.0,2008,2024,Жийп,False,Хайбрид,150000.0,3.0
1077,Lexus RX,60.0,2012,2022,Жийп,False,Хайбрид,188000.0,3.0
1078,Nissan Sunny,7.3,2013,2014,Суудлын тэрэг,True,Бензин,129000.0,1.0
1079,Mazda Verisa,8.0,2008,2012,Суудлын тэрэг,False,Бензин,50000.0,1.0
1080,BMW X1,40.0,2015,2022,Жийп,False,Бензин,49000.0,1.0
1081,Toyota Prius 30,24.0,2014,2024,Суудлын тэрэг,False,Хайбрид,150000.0,1.0
1082,Toyota Prius 40,25.0,2011,2023,Суудлын тэрэг,False,Хайбрид,120000.0,1.0
1083,Toyota Prius 30,17.5,2010,2020,Суудлын тэрэг,False,Бензин,157660.0,1.0
1084,Toyota Prius 40,40.7,2014,2024,Суудлын тэрэг,False,Хайбрид,87700.0,1.0
1085,BYD Бусад,85.0,2023,2024,Жийп,True,Цахилгаан,1200.0,1.0
1086,Toyota Isis,21.0,2015,2024,Гэр бүлийн,False,Бензин,213000.0,1.0
1087,Toyota Prius 20,12.5,2007,2017,Суудлын тэрэг,False,Хайбрид,220000.0,1.0
1088,Toyota Prius 40,19.5,2013,2018,Суудлын тэрэг,False,Хайбрид,200000.0,1.0
1089,SsangYong Musso,14.5,2005,2022,Суудлын тэрэг,True,Дизель,130000.0,2.0
1090,Changan Бусад,81.0,2022,2023,Жийп,True,Бензин,12000.0,1.0
1091,SsangYong Istana,25.0,2006,2024,Суудлын тэрэг,True,Бензин,102000.0,2.0
1092,Toyota Prius 30,15.5,2009,2018,Суудлын тэрэг,False,Хайбрид,8000.0,1.0
1093,Toyota Land Cruiser Prado,53.0,2007,2020,Жийп,False,Бензин,180000.0,2.0
1094,Toyota Harrier,25.0,2005,2014,Гэр бүлийн,False,Хайбрид,160000.0,3.0
1095,Toyota Crown,42.0,2013,2019,Суудлын тэрэг,False,Хайбрид,170000.0,2.0
1096,BMW X5,45.0,2012,2020,Жийп,False,Бензин,119000.0,3.0
1097,Toyota Prius 30,21.0,2010,2022,Суудлын тэрэг,False,Бензин,190000.0,1.0
1098,Hyundai Sonata,6.5,2010,2018,Суудлын тэрэг,True,Газ,300000.0,2.0
1099,Toyota Camry,31.0,2014,2021,Суудлын тэрэг,False,Хайбрид,167000.0,2.0
1100,Subaru Forester,37.0,2013,2023,Жийп,False,Бензин,97600.0,2.0
1101,Nissan X-Trail,30.0,2013,2023,Жийп,False,Бензин,151461.0,2.0
1102,Kia Optima/K5,17.5,2014,2024,Суудлын тэрэг,True,Газ,130000.0,2.0
1103,Hyundai Sonata,23.5,2016,2024,Суудлын тэрэг,True,Газ,128000.0,1.0
1104,Mitsubishi Pajero,14.5,1994,2010,Жийп,False,Дизель,111111.0,2.0
1105,Toyota Land Cruiser Prado,118.0,2020,2024,Жийп,False,Бензин,85000.0,2.0
1106,Lexus RX,47.0,2010,2021,Суудлын тэрэг,False,Хайбрид,120000.0,3.0
1107,Toyota Aqua,12.5,2014,2021,Суудлын тэрэг,False,Хайбрид,50000.0,1.0
1108,Toyota Prius 30,24.0,2014,2024,Суудлын тэрэг,False,Хайбрид,154000.0,1.0
1109,Toyota Sai,19.5,2010,2019,Суудлын тэрэг,False,Бензин,194660.0,2.0
1110,Toyota Harrier,33.0,2006,2020,Гэр бүлийн,False,Хайбрид,245000.0,3.0
1111,Toyota Prius 30,22.0,2012,2021,Суудлын тэрэг,False,Бензин,200000.0,4.0
1112,Lexus HS,23.5,2009,2019,Суудлын тэрэг,False,Хайбрид,170000.0,2.0
1113,Toyota Prius 40,23.0,2012,2019,Суудлын тэрэг,False,Хайбрид,215000.0,1.0
1114,Toyota Highlander,47.0,2007,2020,Жийп,True,Хайбрид,124344.0,3.0
1115,Toyota Crown,48.5,2015,2021,Суудлын тэрэг,False,Хайбрид,208000.0,3.0
1116,Mitsubishi Outlander,36.0,2016,2023,Жийп,False,Бензин,100000.0,2.0
1117,Toyota Aqua,19.0,2015,2024,Суудлын тэрэг,False,Хайбрид,152000.0,1.0
1118,Lexus CT,24.5,2011,2021,Суудлын тэрэг,False,Бензин,1600.0,1.0
1119,Honda Fit,8.0,2010,2017,Суудлын тэрэг,False,Бензин,177000.0,1.0
1120,Lexus HS,33.0,2011,2023,Суудлын тэрэг,False,Бензин,80000.0,2.0
1121,Toyota Land Cruiser 200,75.0,2008,2008,Жийп,True,Бензин,212000.0,4.0
1122,Toyota Harrier,30.8,2008,2017,Жийп,False,Хайбрид,240000.0,3.0
1123,Toyota Prius 20,11.5,2006,2018,Суудлын тэрэг,False,Хайбрид,1000.0,1.0
1124,BMW X1,38.0,2014,2024,Жийп,False,Бензин,77000.0,2.0
1125,Toyota Prius 40,27.5,2012,2024,Суудлын тэрэг,False,Хайбрид,166000.0,1.0
1126,Toyota Prius 30,13.0,2009,2018,Суудлын тэрэг,False,Бензин,200000.0,1.0
1127,Lexus RX,109.0,2016,2024,Жийп,False,Хайбрид,101000.0,3.0
1128,Toyota Prius 30,25.0,2013,2024,Суудлын тэрэг,False,Хайбрид,153000.0,1.0
1129,Nissan Note,10.0,2011,2021,Суудлын тэрэг,False,Бензин,117000.0,1.0
1130,Toyota Prius 30,22.0,2013,2022,Суудлын тэрэг,False,Хайбрид,200000.0,1.0
1131,Toyota Prius 30,23.5,2010,2023,Суудлын тэрэг,False,Бензин,155000.0,1.0
1132,Toyota Prius 30,29.5,2010,2024,Суудлын тэрэг,True,Хайбрид,160000.0,1.0
1133,Toyota Crown,28.0,2012,2022,Суудлын тэрэг,False,Хайбрид,150000.0,2.0
1134,Toyota Kluger,85.0,2019,2022,Жийп,False,Бензин,90000.0,3.0
1135,Toyota Vellfire,46.0,2014,2023,Гэр бүлийн,False,Бензин,160000.0,2.0
1136,Toyota Aqua,12.0,2012,2019,Суудлын тэрэг,False,Хайбрид,190000.0,1.0
1137,Toyota Land Cruiser 200,180.0,2018,2018,Жийп,True,Бензин,111111111111.0,4.0
1138,Toyota Camry,27.0,2012,2021,Суудлын тэрэг,False,Бензин,139730.0,2.0
1139,Toyota Crown,56.0,2016,2022,Суудлын тэрэг,False,Хайбрид,180000.0,3.0
1140,Toyota Sai,33.0,2015,2022,Суудлын тэрэг,False,Хайбрид,1000.0,2.0
1141,Haval H-Series,60.0,2018,2024,Жийп,True,Бензин,70000.0,1.0
1142,BMW X1,50.0,2016,2019,Жийп,False,Дизель,50000.0,2.0
1143,Toyota Prius 40,24.0,2013,2022,Суудлын тэрэг,False,Бензин,153000.0,1.0
1144,Toyota Prius 30,26.8,2012,2024,Суудлын тэрэг,False,Хайбрид,98000.0,1.0
1145,Toyota Prius 30,15.0,2013,2019,Суудлын тэрэг,False,Хайбрид,250000.0,1.0
1146,Toyota Aqua,11.5,2014,2019,Суудлын тэрэг,False,Бензин,135000.0,1.0
1147,Toyota Alphard,44.5,2012,2024,Гэр бүлийн,False,Хайбрид,161000.0,2.0
1148,Toyota Prius 30,23.7,2014,2024,Суудлын тэрэг,False,Хайбрид,147000.0,1.0
1149,Lexus HS,35.5,2010,2024,Суудлын тэрэг,False,Хайбрид,96000.0,2.0
1150,Toyota Prius 20,21.0,2006,2024,Суудлын тэрэг,False,Хайбрид,149000.0,1.0
1151,Toyota Camry,33.8,2012,2024,Суудлын тэрэг,False,Хайбрид,192000.0,2.0
1152,Lexus GS,41.0,2012,2024,Суудлын тэрэг,False,Хайбрид,150000.0,3.0
1153,Toyota Aqua,21.0,2016,2024,Суудлын тэрэг,False,Хайбрид,114000.0,1.0
1154,Lexus RX,57.0,2011,2024,Жийп,False,Хайбрид,149000.0,3.0
1155,Toyota Prius 40,30.8,2012,2024,Суудлын тэрэг,False,Хайбрид,140000.0,1.0
1156,Toyota Prius 20,10.5,2006,2014,Суудлын тэрэг,False,Хайбрид,177000.0,1.0
1157,Mitsubishi Outlander,33.0,2014,2024,Жийп,False,Хайбрид,200000.0,2.0
1158,Toyota Harrier,63.3,2014,2024,Суудлын тэрэг,False,Хайбрид,93000.0,2.0
1159,Toyota Prius 30,18.3,2011,2021,Суудлын тэрэг,False,Хайбрид,190000.0,1.0
1160,Toyota Prius 40,33.0,2015,2024,Суудлын тэрэг,False,Хайбрид,127000.0,1.0
1161,Lexus RX,45.0,2009,2017,Жийп,False,Бензин,200000.0,3.0
1162,Chery Tiggo 7 PRO,66.9,2022,2022,Жийп,True,Бензин,777000.0,1.0
1163,Toyota Aqua,19.5,2014,2024,Суудлын тэрэг,False,Хайбрид,158450.0,1.0
1164,Toyota Prius 30,21.0,2009,2022,Суудлын тэрэг,False,Бензин,14800000.0,1.0
1165,Toyota Kluger,65.5,2015,2023,Гэр бүлийн,False,Бензин,26200.0,3.0
1166,Toyota Crown,69.8,2019,2024,Суудлын тэрэг,False,Хайбрид,105000.0,2.0
1167,Toyota Land Cruiser Prado,55.0,2008,2018,Жийп,False,Бензин,143000.0,2.0
1168,Toyota Prius 40,24.7,2012,2022,Суудлын тэрэг,False,Хайбрид,50000.0,
1169,Toyota Camry,30.0,2015,2020,Суудлын тэрэг,False,Хайбрид,1130000.0,2.0
1170,Toyota Prius 20,15.5,2018,2020,Суудлын тэрэг,False,Бензин,111111.0,1.0
1171,Toyota Land Cruiser 200,201.0,2021,2021,Жийп,True,Бензин,15000.0,4.0
1172,Toyota Harrier,56.0,2014,2024,Жийп,False,Хайбрид,140000.0,2.0
1173,Lexus RX,43.0,2011,2014,Жийп,True,Бензин,93777.0,3.0
1174,Toyota 4Runner,108.0,2014,2024,Жийп,True,Бензин,96600.0,4.0
1175,Honda HR-V,28.0,2017,2019,Жийп,False,Бензин,34940.0,1.0
1176,Mercedes-Benz CLA-Class,50.0,2014,2023,Суудлын тэрэг,True,Бензин,624000.0,2.0
