,mark,price,produced_year,imported_year,type,hurd,hodolguur,distance_num,motor_vol
2680,Toyota Kluger,19.0,2007,2016,Жийп,False,Бензин,250000.0,2.0
2681,Toyota Prius 20,18.5,2007,2023,Суудлын тэрэг,False,Хайбрид,210000.0,1.0
2682,Toyota Crown,7.5,2005,2013,Суудлын тэрэг,False,Бензин,180000.0,2.0
2683,Toyota Prius 20,13.5,2008,2019,Суудлын тэрэг,False,Хайбрид,140000.0,1.0
2684,Toyota Camry,30.5,2015,2020,Суудлын тэрэг,False,Хайбрид,200000.0,2.0
2685,Toyota Prius 40,29.5,2013,2024,Суудлын тэрэг,False,Хайбрид,163000.0,1.0
2686,Toyota Prius 40,36.5,2015,2024,Суудлын тэрэг,False,Хайбрид,100000.0,1.0
2687,Toyota Prius 20,16.5,2010,2019,Суудлын тэрэг,False,Бензин,1111.0,1.0
2688,Toyota Prius 30,15.0,2009,2018,Суудлын тэрэг,False,Бензин,200000.0,1.0
2689,Toyota Hiace,44.0,2010,2024,Гэр бүлийн,False,Бензин,100000.0,2.0
2690,Renault Бусад,84.0,2022,2023,Суудлын тэрэг,False,Бензин,50000.0,1.0
2691,Toyota Prius 40,30.8,2012,2024,Суудлын тэрэг,False,Хайбрид,107000.0,1.0
2692,Subaru Impreza,20.0,2013,2020,Суудлын тэрэг,False,Бензин,147000.0,2.0
2693,Toyota Prius 20,17.3,2006,2021,Суудлын тэрэг,False,Хайбрид,1400000.0,1.0
2694,Lexus CT,27.8,2011,2024,Суудлын тэрэг,False,Хайбрид,87000.0,1.0
2695,Toyota Prius 30,18.5,2013,2021,Суудлын тэрэг,False,Хайбрид,1400000.0,1.0
2696,Toyota Prius 30,21.8,2014,2023,Суудлын тэрэг,False,Хайбрид,156000.0,1.0
2697,Toyota Prius 30,18.5,2010,2020,Суудлын тэрэг,False,Хайбрид,240000.0,1.0
2698,Toyota Prius 30,19.5,2011,2018,Суудлын тэрэг,False,Хайбрид,1920000.0,1.0
2699,Honda Civic,8.5,2008,2017,Суудлын тэрэг,False,Бензин,50000.0,1.0
2700,Toyota Prius 40,28.5,2012,2024,Суудлын тэрэг,False,Хайбрид,188000.0,1.0
2701,Toyota Prius 20,21.5,2006,2023,Суудлын тэрэг,False,Хайбрид,200000.0,1.0
2702,Toyota Land Cruiser Prado,115.0,2018,2021,Жийп,False,Бензин,64000.0,2.0
2703,Toyota Land Cruiser Prado,86.0,2015,2018,Жийп,False,Бензин,129900.0,2.0
2704,Toyota Noah,23.0,2011,2021,Гэр бүлийн,False,Бензин,140000.0,2.0
2705,Suzuki Jimny,109.0,2024,2024,Жийп,True,Бензин,25000.0,1.0
2706,Toyota Hiace,42.0,2015,2024,Гэр бүлийн,False,Дизель,240000.0,3.0
2707,Suzuki Escudo,27.0,2012,2021,Жийп,False,Бензин,70000.0,2.0
2708,Toyota Aqua,15.5,2016,2022,Суудлын тэрэг,False,Хайбрид,180000.0,1.0
2709,Toyota Harrier,29.0,2007,2017,Жийп,False,Хайбрид,177000.0,3.0
2710,Toyota Prius 30,15.8,2009,2018,Гэр бүлийн,False,Бензин,11000000.0,1.0
2711,Toyota Harrier,30.0,2011,2020,Жийп,False,Бензин,161000.0,2.0
2712,Nissan Patrol,85.0,2010,2011,Жийп,True,Бензин,110000.0,5.0
2713,Toyota Land Cruiser 200,184.0,2018,2019,Жийп,True,Бензин,66000.0,4.0
2714,Hyundai Sonata,18.5,2016,2023,Суудлын тэрэг,True,Газ,156000.0,2.0
2715,Land Rover Defender,240.0,2023,2023,Жийп,True,Бензин,15000.0,2.0
2716,Toyota Aqua,18.5,2014,2024,Суудлын тэрэг,False,Бензин,66000.0,1.0
2717,Toyota Axio,15.0,2013,2019,Суудлын тэрэг,False,Бензин,175000.0,1.0
2718,Toyota Prius 30,21.0,2014,2021,Суудлын тэрэг,False,Хайбрид,180000.0,2.0
2719,Toyota Prius 30,17.5,2012,2020,Суудлын тэрэг,False,Хайбрид,170000.0,1.0
2720,Toyota FJ Cruiser,83.0,2014,2022,Жийп,False,Бензин,27000.0,4.0
2721,Toyota Prius 30,24.0,2010,2024,Суудлын тэрэг,False,Бензин,83000.0,1.0
2722,Toyota Prius 30,25.8,2012,2024,Суудлын тэрэг,False,Хайбрид,150000.0,1.0
2723,Toyota Prius 30,22.8,2011,2024,Суудлын тэрэг,False,Хайбрид,155000.0,1.0
2724,Toyota Land Cruiser 200,125.0,2015,2015,Жийп,True,Бензин,85000.0,4.0
2725,Toyota Prius 30,19.5,2011,2021,Суудлын тэрэг,False,Хайбрид,200000.0,1.0
2726,BMW 5-сери,15.0,2008,2012,Суудлын тэрэг,False,Дизель,210000.0,2.0
2727,Toyota Prius 30,20.0,2010,2022,Суудлын тэрэг,False,Бензин,99999999.0,1.0
2728,Lexus NX,72.0,2015,2024,Жийп,False,Хайбрид,129937.0,3.0
2729,Hyundai Santa-Fe,4.2,2000,2013,Жийп,True,Газ,100000.0,2.0
2730,Toyota Alphard,46.0,2014,2024,Гэр бүлийн,False,Бензин,135000.0,3.0
2731,Toyota Prius 40,26.0,2011,2023,Суудлын тэрэг,False,Хайбрид,200000.0,1.0
2732,Toyota Highlander,42.5,2008,2020,Жийп,True,Хайбрид,125000.0,3.0
2733,Toyota Camry,47.0,2018,2024,Суудлын тэрэг,False,Хайбрид,167000.0,2.0
2734,Lexus RX,105.0,2016,2020,Жийп,True,Бензин,800000.0,3.0
2735,Toyota Highlander,45.9,2011,2018,Жийп,True,Бензин,195000.0,3.0
2736,Toyota Prius 30,24.1,2014,2024,Суудлын тэрэг,False,Хайбрид,104000.0,1.0
2737,Toyota Prius 30,22.5,2010,2022,Суудлын тэрэг,False,Хайбрид,160000.0,1.0
2738,Nissan Caravan,18.0,2012,2021,Гэр бүлийн,False,Бензин,237000.0,2.0
2739,Toyota Prius 40,31.0,2013,2023,Суудлын тэрэг,False,Хайбрид,119000.0,1.0
2740,Lexus NX,60.0,2015,2024,Жийп,False,Хайбрид,150000.0,2.0
2741,Lexus GS,15.0,2009,2019,Суудлын тэрэг,False,Хайбрид,200000.0,3.0
2742,Lexus RX,16.0,2022,2024,Жийп,False,Бензин,30000.0,2.0
2743,Toyota Prius 30,15.5,2013,2018,Суудлын тэрэг,False,Бензин,180000.0,6.0
2744,Mitsubishi L200,32.0,2007,2022,Жийп,False,Дизель,1000.0,2.0
2745,Toyota Prius 30,20.0,2010,2023,Суудлын тэрэг,False,Хайбрид,210500.0,1.0
2746,Toyota Estima,22.0,2006,2023,Гэр бүлийн,False,Хайбрид,200000.0,2.0
2747,Mitsubishi Outlander,40.0,2019,2021,Жийп,True,Бензин,37000.0,2.0
2748,Toyota Prius 20,8.8,2004,2016,Суудлын тэрэг,False,Бензин,100000.0,1.0
2749,Toyota Aqua,17.0,2014,2024,Суудлын тэрэг,False,Хайбрид,130000.0,1.0
2750,Jeep Grand Cherokee,55.0,2012,2022,Жийп,True,Дизель,200000.0,3.0
2751,Toyota Prius 30,20.0,2012,2022,Суудлын тэрэг,False,Бензин,160000.0,6.0
2752,Toyota Camry,36.0,2014,2023,Суудлын тэрэг,False,Хайбрид,154000.0,2.0
2753,Toyota Prius 40,29.0,2014,2023,Гэр бүлийн,False,Хайбрид,150000.0,1.0
2754,Toyota Prius 20,15.0,2008,2019,Суудлын тэрэг,False,Хайбрид,150000.0,1.0
2755,Lexus RX,68.5,2013,2022,Жийп,False,Хайбрид,120000.0,3.0
2756,Subaru Forester,44.0,2014,2024,Жийп,False,Бензин,74000.0,2.0
2757,Toyota Aqua,12.0,2014,2022,Суудлын тэрэг,False,Бензин,999999.0,1.0
2758,Toyota Prius 30,24.7,2014,2024,Суудлын тэрэг,False,Хайбрид,160000.0,1.0
2759,Toyota Prius 20,13.0,2007,2019,Суудлын тэрэг,False,Хайбрид,100000.0,1.0
2760,Toyota Land Cruiser 200,90.0,2008,2008,Жийп,True,Бензин,234567.0,4.0
2761,Toyota Prius 30,33.0,2014,2024,Суудлын тэрэг,False,Хайбрид,123456.0,1.0
2762,Hyundai Starex,19.0,2010,2023,Суудлын тэрэг,True,Дизель,116000.0,2.0
2763,Toyota Prius 50,30.0,2016,2021,Суудлын тэрэг,False,Хайбрид,100000.0,1.0
2764,Toyota Prius 40,31.8,2012,2024,Суудлын тэрэг,False,Хайбрид,150000.0,1.0
2765,Toyota Camry,20.0,2012,2018,Суудлын тэрэг,False,Хайбрид,167000.0,2.0
2766,Mercedes-Benz G-Class,470.0,2020,2020,Жийп,True,Бензин,43000.0,5.0
2767,Toyota Prius 40,26.5,2013,2021,Суудлын тэрэг,False,Хайбрид,1234.0,1.0
2768,Toyota Land Cruiser 300,205.0,2024,2024,Жийп,True,Бензин,50000.0,4.0
2769,Nissan Dualis/Qashqai,45.0,2019,2022,Жийп,False,Бензин,46000.0,2.0
2770,Toyota Prius 50,37.8,2016,2024,Суудлын тэрэг,False,Хайбрид,140000.0,1.0
2771,Jeep Бусад,63.0,2018,2024,Жийп,True,Бензин,100000.0,2.0
2772,Toyota Sprinter,1.6,2000,2015,Суудлын тэрэг,False,Бензин,256000.0,1.0
2773,Toyota Crown,38.0,2014,2021,Суудлын тэрэг,False,Хайбрид,160000.0,2.0
2774,Toyota Prius 55,33.0,2016,2023,Суудлын тэрэг,False,Бензин,275000.0,1.0
2775,Toyota Crown,45.0,2015,2020,Суудлын тэрэг,False,Хайбрид,161208.0,1.0
2776,Lexus LX,560.0,2022,2022,Жийп,True,Бензин,20000.0,3.0
2777,Toyota Prius 20,15.0,2008,2018,Суудлын тэрэг,False,Бензин,177395.0,
2778,Toyota Prius 30,14.0,2010,2018,Суудлын тэрэг,False,Хайбрид,283879.0,1.0
2779,Toyota Land Cruiser 100,29.0,2000,2011,Жийп,False,Дизель,180000.0,4.0
2780,Toyota Prius 40,30.0,2011,2023,Суудлын тэрэг,False,Хайбрид,125000.0,1.0
2781,Toyota Prius 40,25.8,2013,2021,Суудлын тэрэг,False,Хайбрид,192000.0,1.0
2782,Toyota Crown,51.0,2016,2022,Суудлын тэрэг,False,Бензин,170000.0,2.0
2783,Subaru XT,34.0,2012,2022,Жийп,False,Бензин,12000.0,2.0
2784,Toyota Axio,23.8,2016,2024,Суудлын тэрэг,False,Хайбрид,200000.0,1.0
2785,Toyota Alphard,95.0,2017,2024,Гэр бүлийн,False,Хайбрид,135000.0,2.0
2786,Subaru Exiga,8.0,2009,2018,Гэр бүлийн,False,Бензин,160000.0,2.0
2787,Lexus RX,36.0,2008,2013,Жийп,True,Бензин,160000.0,3.0
2788,Toyota Prius 30,23.5,2012,2022,Суудлын тэрэг,False,Бензин,200000.0,1.0
2789,Toyota Aqua,15.0,2015,2021,Суудлын тэрэг,False,Бензин,180000.0,1.0
2790,Volkswagen Touareg,80.0,2017,2017,Жийп,True,Дизель,70000.0,3.0
2791,Nissan Teana,8.0,2004,2011,Суудлын тэрэг,False,Бензин,100000.0,2.0
2792,Toyota Kluger,10.5,2001,2010,Жийп,False,Бензин,200000.0,2.0
2793,Nissan Caravan,16.4,2004,2024,Гэр бүлийн,False,Бензин,200000.0,2.0
2794,Toyota Noah,33.8,2015,2024,Гэр бүлийн,False,Хайбрид,156000.0,1.0
2795,Toyota Prius 30,14.2,2010,2018,Суудлын тэрэг,False,Бензин,99999.0,1.0
2796,Toyota Harrier,39.0,2006,2023,Жийп,False,Хайбрид,103000.0,3.0
2797,Lexus LS,45.0,2003,2012,Жийп,True,Бензин,175000.0,4.0
2798,Toyota Prius 30,19.0,2011,2022,Суудлын тэрэг,False,Бензин,225695.0,1.0
2799,Toyota Sai,26.0,2010,2024,Суудлын тэрэг,False,Хайбрид,142000.0,2.0
2800,Toyota Aqua,11.0,2012,2017,Суудлын тэрэг,False,Бензин,640000.0,1.0
2801,Lexus LX,62.0,2006,2013,Жийп,True,Бензин,10000.0,4.0
2802,Toyota Sai,19.0,2010,2019,Суудлын тэрэг,False,Хайбрид,222000.0,2.0
2803,Toyota Harrier,39.5,2011,2021,Жийп,False,Хайбрид,9000.0,3.0
2804,Mercedes-Benz S-Class,57.5,2011,2021,Суудлын тэрэг,True,Бензин,112000.0,3.0
2805,Lexus RX,40.0,2009,2014,Жийп,True,Бензин,121000.0,3.0
2806,Toyota Prius 40,24.5,2014,2021,Суудлын тэрэг,False,Хайбрид,139000.0,1.0
2807,Nissan NV200,11.5,2010,2020,Гэр бүлийн,False,Бензин,200000.0,1.0
2808,Toyota Land Cruiser 200,135.0,2015,2019,Жийп,True,Дизель,168000.0,4.0
2809,Subaru Forester,54.9,2020,2022,Жийп,False,Бензин,30000.0,2.0
2810,Lexus IS,60.0,2015,2023,Суудлын тэрэг,False,Хайбрид,140000.0,2.0
2811,Lexus HS,23.0,2010,2019,Суудлын тэрэг,False,Хайбрид,190000.0,2.0
2812,Isuzu Bighorn,15.5,1999,2013,Жийп,False,Дизель,200000.0,3.0
2813,Toyota Prius 30,23.0,2012,2024,Суудлын тэрэг,False,Хайбрид,154000.0,1.0
2814,Subaru Outback,26.5,2012,2021,Гэр бүлийн,False,Бензин,158000.0,2.0
2815,Toyota Alphard,15.0,2005,2016,Гэр бүлийн,False,Хайбрид,300000.0,2.0
2816,Toyota Prius 40,24.0,2013,2020,Суудлын тэрэг,False,Хайбрид,360000.0,1.0
2817,Hyundai Sonata,7.0,2009,2017,Суудлын тэрэг,True,Газ,370000.0,2.0
2818,Toyota Sai,30.0,2014,2021,Суудлын тэрэг,False,Хайбрид,1600000.0,2.0
2819,Lexus RX,53.0,2009,2023,Жийп,False,Хайбрид,158000.0,3.0
2820,Toyota Harrier,66.0,2017,2024,Жийп,False,Хайбрид,145000.0,2.0
2821,Toyota Prius 30,19.5,2012,2021,Суудлын тэрэг,False,Хайбрид,240000.0,1.0
2822,Toyota Hiace,16.5,2004,2018,Гэр бүлийн,False,Бензин,120000.0,2.0
2823,Toyota Land Cruiser 100,33.0,1999,2011,Жийп,False,Бензин,250000.0,4.0
2824,Toyota Aqua,15.0,2012,2022,Суудлын тэрэг,False,Хайбрид,180000.0,4.0
2825,Toyota Crown,59.5,2016,2024,Суудлын тэрэг,False,Хайбрид,110000.0,2.0
2826,Lexus HS,28.0,2012,2021,Суудлын тэрэг,True,Бензин,120000.0,2.0
2827,Subaru XV Crosstrek,26.0,2014,2023,Жийп,False,Бензин,198000.0,2.0
2828,Toyota Prius 30,29.5,2013,2023,Суудлын тэрэг,False,Хайбрид,170000.0,1.0
2829,Baic X3,40.0,2021,2021,Жийп,True,Бензин,21000.0,1.0
2830,Toyota Alphard,46.5,2010,2024,Гэр бүлийн,False,Бензин,150000.0,3.0
2831,Toyota Prius 30,15.2,2009,2018,Суудлын тэрэг,False,Хайбрид,1000.0,1.0
2832,Toyota Camry,32.0,2012,2024,Суудлын тэрэг,False,Хайбрид,192000.0,2.0
2833,Nissan Note,6.5,2011,2017,Суудлын тэрэг,False,Бензин,1234567.0,1.0
2834,Lexus LX,130.0,2013,2013,Жийп,True,Бензин,103000.0,5.0
2835,Mitsubishi L200,37.5,2008,2024,Жийп,False,Дизель,106000.0,3.0
2836,Toyota RAV4,20.0,2007,2012,Жийп,True,Бензин,135000.0,2.0
2837,Toyota Alphard,82.0,2015,2024,Гэр бүлийн,False,Хайбрид,160000.0,2.0
2838,Honda Бусад,22.0,2015,2018,Жийп,False,Бензин,127000.0,1.0
2839,Toyota Prius 30,27.8,2014,2024,Суудлын тэрэг,False,Хайбрид,160000.0,1.0
2840,Toyota Prius 30,25.0,2013,2024,Суудлын тэрэг,False,Хайбрид,180000.0,1.0
2841,Toyota Prius 20,15.0,2008,2017,Суудлын тэрэг,False,Хайбрид,200000.0,1.0
2842,Toyota Prius 40,26.8,2012,2022,Суудлын тэрэг,False,Хайбрид,135000.0,1.0
2843,Toyota Prius 40,27.5,2014,2023,Гэр бүлийн,False,Бензин,170000.0,1.0
2844,Toyota Prius 40,22.0,2011,2020,Суудлын тэрэг,False,Хайбрид,200000.0,1.0
2845,Toyota Prius 20,19.5,2007,2022,Суудлын тэрэг,False,Хайбрид,147000.0,1.0
2846,Kia Optima/K5,13.0,2012,2021,Суудлын тэрэг,True,Газ,1111111.0,2.0
2847,Subaru Forester,30.0,2013,2022,Жийп,False,Бензин,200000.0,2.0
2848,Toyota Prius 40,27.5,2012,2024,Суудлын тэрэг,False,Хайбрид,174000.0,1.0
2849,Toyota Prius 40,30.5,2011,2024,Суудлын тэрэг,False,Хайбрид,189000.0,1.0
2850,Toyota Prius 40,33.0,2013,2023,Гэр бүлийн,False,Хайбрид,219000.0,1.0
2851,Toyota Land Cruiser Prado,82.0,2012,2022,Жийп,False,Бензин,60000.0,2.0
2852,Mitsubishi Challenger,20.0,2002,2011,Жийп,False,Дизель,141000.0,2.0
2853,Mitsubishi Delica,33.5,2013,2022,Гэр бүлийн,False,Бензин,210000.0,2.0
2854,Kia Optima/K5,20.5,2016,2019,Суудлын тэрэг,True,Газ,300000.0,2.0
2855,SsangYong Rexton,55.0,2018,2021,Жийп,True,Дизель,45000.0,3.0
2856,Porsche Cayenne,190.0,2016,2016,Жийп,True,Бензин,55000.0,4.0
2857,Toyota Prius 30,18.0,2011,2019,Суудлын тэрэг,False,Бензин,160000.0,1.0
2858,Toyota Sai,25.0,2020,2020,Суудлын тэрэг,False,Бензин,180000.0,1.0
2859,Toyota Harrier,46.0,2011,2022,Жийп,False,Хайбрид,116000.0,3.0
2860,Toyota Aqua,14.5,2012,2021,Суудлын тэрэг,False,Бензин,140000.0,1.0
2861,Toyota Prius 40,27.0,2011,2022,Суудлын тэрэг,False,Хайбрид,140000.0,1.0
2862,Audi Q5,46.0,2016,2020,Жийп,False,Бензин,69000.0,2.0
2863,Toyota Crown,7.5,2003,2014,Суудлын тэрэг,False,Бензин,200000.0,2.0
2864,Toyota Crown,48.5,2015,2024,Суудлын тэрэг,False,Хайбрид,130000.0,2.0
2865,Hyundai Santa-Fe,15.0,2010,2011,Жийп,True,Дизель,200000.0,2.0
2866,Toyota Prius 40,32.5,2014,2023,Суудлын тэрэг,False,Хайбрид,150000.0,1.0
2867,Lexus RX,50.0,2011,2022,Жийп,False,Хайбрид,103000.0,4.0
2868,Toyota Prius 40,32.5,2012,2024,Гэр бүлийн,False,Хайбрид,141000.0,1.0
2869,Toyota Land Cruiser 200,175.0,2017,2017,Жийп,True,Бензин,92500.0,4.0
2870,Toyota Alphard,25.0,2005,2023,Гэр бүлийн,False,Бензин,2600000.0,2.0
2871,Lexus RX,48.3,2012,2017,Жийп,False,Хайбрид,180000.0,3.0
2872,Nissan Navara,26.0,2008,2018,Жийп,True,Дизель,215000.0,2.0
2873,Lexus HS,33.0,2010,2024,Суудлын тэрэг,False,Хайбрид,149000.0,2.0
2874,Toyota Prius 40,25.9,2011,2024,Суудлын тэрэг,False,Хайбрид,154000.0,1.0
2875,Nissan X-Trail,8.5,2001,2008,Жийп,False,Бензин,173300.0,1.0
2876,Toyota Prius 40,34.6,2015,2024,Суудлын тэрэг,False,Хайбрид,25437.0,1.0
2877,Toyota Prius 30,21.5,2009,2024,Суудлын тэрэг,False,Хайбрид,101000.0,1.0
2878,Toyota Prius 30,23.7,2010,2024,Суудлын тэрэг,False,Хайбрид,267000.0,1.0
2879,Lexus RX,59.5,2009,2024,Суудлын тэрэг,False,Хайбрид,114000.0,3.0
2880,Hyundai Grandeur,35.0,2017,2023,Суудлын тэрэг,True,Газ,130000.0,3.0
2881,Toyota Prius 30,14.0,2015,2020,Суудлын тэрэг,False,Хайбрид,210000.0,1.0
2882,Toyota Prius 30,26.0,2013,2023,Суудлын тэрэг,False,Хайбрид,170000.0,1.0
2883,Toyota Crown,37.0,2013,2021,Суудлын тэрэг,False,Хайбрид,193000.0,2.0
2884,Toyota Aqua,12.6,2012,2019,Суудлын тэрэг,False,Бензин,200000.0,1.0
2885,Toyota Corolla,6.6,2004,2014,Суудлын тэрэг,False,Бензин,99999.0,1.0
2886,Hyundai Sonata,10.0,2012,2018,Суудлын тэрэг,True,Газ,167000.0,2.0
2887,Toyota Prius 30,18.0,2011,2020,Суудлын тэрэг,False,Бензин,160000.0,1.0
2888,Toyota Harrier,31.0,2010,2020,Жийп,False,Бензин,144000.0,2.0
2889,Toyota Aqua,11.5,2012,2017,Суудлын тэрэг,False,Хайбрид,150000.0,1.0
2890,Toyota Prius 40,34.0,2014,2023,Суудлын тэрэг,False,Хайбрид,118000.0,1.0
2891,Toyota Harrier,32.0,2006,2021,Жийп,True,Бензин,247000.0,2.0
2892,Toyota Prius 50,27.8,2016,2024,Суудлын тэрэг,False,Хайбрид,184455.0,2.0
2893,Nissan Caravan,14.0,2004,2022,Суудлын тэрэг,False,Бензин,160000.0,2.0
2894,Toyota Vitz,8.0,2009,2018,Суудлын тэрэг,False,Бензин,168000.0,1.0
2895,Toyota Prius 20,8.7,2005,2016,Суудлын тэрэг,False,Хайбрид,200000.0,1.0
2896,Toyota bB,15.0,2013,2023,Суудлын тэрэг,False,Бензин,132000.0,1.0
2897,Toyota Crown,45.0,2013,2023,Суудлын тэрэг,False,Хайбрид,194000.0,2.0
2898,Toyota Harrier,62.0,2014,2024,Жийп,False,Хайбрид,150000.0,2.0
2899,Toyota Aqua,19.0,2014,2024,Суудлын тэрэг,False,Хайбрид,1000000.0,1.0
2900,Toyota Kluger,52.0,2013,2019,Жийп,False,Бензин,102000.0,3.0
2901,Toyota Crown,64.5,2016,2024,Суудлын тэрэг,False,Хайбрид,160000.0,3.0
2902,Toyota Harrier,35.0,2005,2020,Жийп,False,Бензин,20000.0,3.0
2903,Toyota Harrier,60.0,2014,2020,Жийп,False,Хайбрид,1500000.0,2.0
2904,Lexus RX,37.0,2010,2013,Жийп,True,Хайбрид,120000.0,3.0
2905,Toyota Land Cruiser Prado,87.0,2014,2022,Жийп,False,Бензин,159000.0,2.0
2906,Nissan Teana,38.0,2016,2017,Суудлын тэрэг,True,Бензин,80000.0,2.0
2907,Lexus HS,29.0,2010,2021,Суудлын тэрэг,False,Хайбрид,50000.0,2.0
2908,Toyota Aqua,16.3,2014,2024,Суудлын тэрэг,False,Хайбрид,214000.0,1.0
2909,Toyota Aqua,18.6,2013,2021,Суудлын тэрэг,False,Хайбрид,197600.0,1.0
2910,Lexus HS,36.8,2012,2024,Суудлын тэрэг,False,Хайбрид,120000.0,2.0
2911,Toyota Premio,9.5,2005,2014,Суудлын тэрэг,False,Бензин,158653.0,1.0
2912,Toyota Vitz,4.5,2006,2012,Суудлын тэрэг,False,Бензин,555555.0,1.0
2913,Toyota Prius 30,23.0,2014,2021,Суудлын тэрэг,False,Хайбрид,180000.0,1.0
2914,Toyota Prius 20,13.8,2007,2018,Суудлын тэрэг,False,Хайбрид,224000.0,1.0
2915,Toyota Prius 20,12.3,2004,2017,Суудлын тэрэг,False,Бензин,220000.0,1.0
2916,Toyota Aqua,14.9,2014,2024,Суудлын тэрэг,False,Хайбрид,200000.0,1.0
2917,Toyota Sai,22.5,2011,2021,Суудлын тэрэг,False,Бензин,150000.0,2.0
2918,Lexus RX,86.0,2014,2023,Жийп,False,Бензин,74000.0,3.0
2919,Lexus ES,43.9,2014,2024,Суудлын тэрэг,False,Хайбрид,50000.0,2.0
2920,Lexus HS,32.0,2009,2022,Суудлын тэрэг,False,Хайбрид,160000.0,2.0
2921,Toyota Aqua,18.9,2016,2024,Суудлын тэрэг,False,Хайбрид,160000.0,1.0
2922,Lexus RX,60.0,2015,2020,Жийп,True,Бензин,167000.0,3.0
2923,Toyota Land Cruiser 200,70.0,2010,2011,Жийп,True,Дизель,190000.0,4.0
2924,Toyota Harrier,58.0,2014,2024,Суудлын тэрэг,False,Бензин,200000.0,
2925,Toyota Prius 30,22.0,2011,2023,Суудлын тэрэг,False,Хайбрид,50000.0,1.0
2926,Lexus ES,139.0,2019,2024,Суудлын тэрэг,True,Хайбрид,50000.0,2.0
2927,Nissan Juke,18.5,2012,2022,Суудлын тэрэг,False,Бензин,90000.0,1.0
2928,Toyota Prius 30,23.8,2010,2024,Суудлын тэрэг,False,Хайбрид,169000.0,1.0
2929,Toyota Camry,34.8,2013,2024,Суудлын тэрэг,False,Хайбрид,91000.0,2.0
2930,Toyota Prius 30,21.0,2012,2022,Суудлын тэрэг,False,Бензин,210000.0,1.0
2931,Hyundai Starex,40.0,2015,2023,Жийп,True,Дизель,80000.0,2.0
2932,Toyota Fielder,22.0,2014,2023,Суудлын тэрэг,False,Хайбрид,290000.0,1.0
2933,Nissan Vanette,11.5,2011,2021,Суудлын тэрэг,False,Бензин,58000.0,2.0
2934,Toyota Alphard,25.0,2006,2023,Гэр бүлийн,False,Хайбрид,178000.0,2.0
2935,Toyota Prius 40,30.2,2012,2024,Суудлын тэрэг,False,Хайбрид,180000.0,1.0
2936,Toyota Harrier,24.0,2007,2017,Жийп,False,Бензин,200000.0,2.0
2937,Mercedes-Benz CLS-Class,18.0,2007,2014,Суудлын тэрэг,True,Бензин,130000.0,3.0
2938,Suzuki Vitara,85.0,2023,2023,Суудлын тэрэг,True,Бензин,7000.0,2.0
2939,Acura CL,9.8,2024,2004,Суудлын тэрэг,True,Бензин,1800000.0,1.0
2940,Toyota Land Cruiser 200,185.0,2018,2024,Жийп,False,Бензин,160000.0,4.0
2941,Toyota Kluger,28.0,2006,2021,Жийп,False,Хайбрид,181000.0,3.0
2942,Toyota Prius 40,30.8,2013,2024,Суудлын тэрэг,False,Хайбрид,111111.0,1.0
2943,Toyota Vanguard,25.0,2010,2019,Жийп,False,Бензин,100000.0,2.0
2944,Toyota Prius 20,8.5,2004,2015,Суудлын тэрэг,False,Бензин,3600.0,1.0
2945,Toyota Harrier,34.0,2006,2021,Жийп,False,Бензин,140000.0,3.0
2946,Toyota Prius 20,12.0,2005,2017,Суудлын тэрэг,False,Хайбрид,220000.0,1.0
2947,Hyundai Sonata Hybrid,25.5,2014,2023,Суудлын тэрэг,True,Хайбрид,93000.0,2.0
2948,Toyota Harrier,62.8,2016,2024,Суудлын тэрэг,False,Бензин,136000.0,
2949,Hyundai Starex,13.0,2009,2019,Суудлын тэрэг,True,Дизель,272000.0,2.0
2950,Mercedes-Benz GL-Class,250.0,2017,2024,Жийп,True,Дизель,51519.0,3.0
2951,Toyota Land Cruiser Prado,100.0,2017,2023,Жийп,False,Бензин,300000.0,2.0
2952,Toyota Harrier,19.0,2006,2015,Суудлын тэрэг,False,Бензин,160000.0,2.0
2953,Toyota Aqua,12.5,2014,2020,Суудлын тэрэг,False,Бензин,10000.0,1.0
2954,Toyota Prius 40,33.0,2014,2014,Суудлын тэрэг,False,Хайбрид,160000.0,1.0
2955,Toyota Land Cruiser Prado,78.5,2012,2020,Жийп,False,Бензин,112000.0,2.0
2956,Toyota Corona,2.0,1997,2006,Суудлын тэрэг,False,Бензин,250000.0,1.0
2957,Nissan Navara,21.0,2008,2021,Суудлын тэрэг,False,Дизель,204000.0,3.0
2958,Toyota Camry,29.0,2012,2023,Суудлын тэрэг,False,Хайбрид,175000.0,2.0
2959,Lexus HS,35.0,2013,2022,Суудлын тэрэг,False,Хайбрид,100000.0,2.0
2960,Toyota Alphard,12.0,2003,2015,Гэр бүлийн,False,Хайбрид,26000000.0,2.0
2961,Toyota Hiace,30.0,2009,2019,Гэр бүлийн,False,Дизель,150000.0,3.0
2962,Toyota Prius 40,29.0,2013,2022,Суудлын тэрэг,False,Хайбрид,200000.0,1.0
2963,Toyota Mark,3.0,1997,2006,Суудлын тэрэг,True,Бензин,111111111.0,2.0
2964,Subaru XV Crosstrek,32.0,2016,2018,Суудлын тэрэг,False,Бензин,24000.0,2.0
2965,Toyota Prius 30,15.5,2011,2018,Суудлын тэрэг,False,Хайбрид,2000000.0,1.0
2966,Mercedes-Benz S-Class,138.0,2014,2022,Суудлын тэрэг,True,Хайбрид,125000.0,3.0
